Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;WE(1).Potential (V)
0.801849365234375;46.8575058816962;1.94976806640625E-05;2;895;0.8013916015625
0.798797607421875;46.8880238816191;1.822509765625E-05;2;896;0.79864501953125
0.795745849609375;46.9185418815421;1.72821044921875E-05;2;897;0.7952880859375
0.792694091796875;46.949059881465;1.6497802734375E-05;2;898;0.7928466796875
0.789642333984375;46.979577881388;1.5826416015625E-05;2;899;0.7891845703125
0.786590576171875;47.0100958813109;1.524658203125E-05;2;900;0.78643798828125
0.783538818359375;47.0406138812339;1.47430419921875E-05;2;901;0.78277587890625
0.780487060546875;47.0711318811568;1.427001953125E-05;2;902;0.780029296875
0.777435302734375;47.1016498810798;1.3861083984375E-05;2;903;0.7769775390625
0.774383544921875;47.1321678810027;1.34857177734375E-05;2;904;0.77392578125
0.771331787109375;47.1626858809257;1.3153076171875E-05;2;905;0.7708740234375
